SRX4902781,sRNA Botrytis cinerea-infected tomato leaf 12 hpi
SRX4902782,sRNA Botrytis cinerea-infected tomato leaf 12 hpi
SRX4902789,sRNA Botrytis cinerea-infected tomato leaf 12 hpi
SRX4902791,sRNA Botrytis cinerea-infected tomato leaf 16 hpi
SRX4902792,sRNA Botrytis cinerea-infected tomato leaf 16 hpi
SRX4902793,sRNA Botrytis cinerea-infected tomato leaf 16 hpi
SRX4902794,sRNA Botrytis cinerea-infected tomato leaf 24 hpi
SRX4902795,sRNA Botrytis cinerea-infected tomato leaf 24 hpi
SRX4902796,sRNA mock-inoculated tomato leaf 12 hpi
SRX4902797,sRNA mock-inoculated tomato leaf 16 hpi
SRX4902798,sRNA mock-inoculated tomato leaf 24 hpi
SRX4902799,sRNA Botrytis cinerea liquid culture 16 hpi
SRX4902800,sRNA Botrytis cinerea liquid culture 16 hpi
